date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,snowfall_sum,wind_speed_10m_max,year,month,day,season
2000-01-01,54.7,30.5,43.1,0.0,0.0,14.3,2000,1,1,Winter
2000-01-02,65.6,41.3,54.3,0.016,0.0,19.2,2000,1,2,Winter
2000-01-03,47.5,36.0,39.6,0.854,0.0,11.6,2000,1,3,Winter
2000-01-04,35.7,23.6,28.4,0.0,0.0,14.3,2000,1,4,Winter
2000-01-05,34.4,21.7,27.2,0.0,0.0,12.0,2000,1,5,Winter
2000-01-06,44.4,28.8,35.1,0.0,0.0,9.9,2000,1,6,Winter
2000-01-07,40.4,28.7,34.0,0.0,0.0,9.2,2000,1,7,Winter
2000-01-08,42.1,32.4,37.6,0.075,0.0,10.1,2000,1,8,Winter
2000-01-09,47.7,39.9,43.3,0.012,0.0,11.5,2000,1,9,Winter
2000-01-10,54.7,39.5,46.3,0.087,0.0,15.8,2000,1,10,Winter
2000-01-11,45.0,32.1,38.4,0.0,0.0,17.0,2000,1,11,Winter
2000-01-12,53.3,30.7,40.9,0.0,0.0,12.0,2000,1,12,Winter
2000-01-13,39.8,25.9,31.3,0.0,0.0,14.3,2000,1,13,Winter
2000-01-14,37.1,22.5,29.0,0.0,0.0,12.8,2000,1,14,Winter
2000-01-15,53.5,30.0,41.6,0.0,0.0,11.4,2000,1,15,Winter
2000-01-16,46.8,31.5,39.9,0.0,0.0,13.2,2000,1,16,Winter
2000-01-17,31.7,30.2,30.8,0.228,0.0,10.4,2000,1,17,Winter
2000-01-18,36.9,26.7,31.2,0.0,0.0,7.1,2000,1,18,Winter
2000-01-19,37.7,26.7,31.7,0.102,0.358,17.9,2000,1,19,Winter
2000-01-20,30.5,15.5,20.3,0.0,0.0,19.1,2000,1,20,Winter
2000-01-21,35.0,15.1,24.2,0.0,0.0,8.3,2000,1,21,Winter
2000-01-22,36.0,26.9,30.6,0.031,0.22,8.6,2000,1,22,Winter
2000-01-23,33.6,20.6,27.5,0.004,0.083,9.9,2000,1,23,Winter
2000-01-24,29.2,12.8,21.1,0.0,0.0,8.8,2000,1,24,Winter
2000-01-25,25.7,18.8,22.7,0.0,0.0,15.6,2000,1,25,Winter
2000-01-26,25.6,12.7,18.9,0.0,0.0,9.6,2000,1,26,Winter
2000-01-27,30.1,12.6,20.6,0.0,0.0,8.8,2000,1,27,Winter
2000-01-28,29.0,16.9,22.6,0.028,0.193,8.8,2000,1,28,Winter
2000-01-29,26.5,18.8,24.2,0.264,1.957,7.3,2000,1,29,Winter
2000-01-30,29.3,16.3,23.3,0.008,0.22,13.8,2000,1,30,Winter
2000-01-31,32.4,13.4,22.5,0.0,0.0,10.6,2000,1,31,Winter
2000-02-01,32.0,21.2,25.4,0.0,0.0,8.9,2000,2,1,Winter
2000-02-02,37.0,8.0,25.5,0.0,0.0,11.2,2000,2,2,Winter
2000-02-03,45.5,30.2,35.8,0.0,0.0,15.0,2000,2,3,Winter
2000-02-04,32.4,26.4,29.1,0.0,0.22,16.6,2000,2,4,Winter
2000-02-05,37.4,25.2,29.7,0.0,0.0,8.5,2000,2,5,Winter
2000-02-06,46.1,26.9,34.7,0.0,0.0,9.4,2000,2,6,Winter
2000-02-07,46.2,29.2,36.1,0.0,0.0,7.6,2000,2,7,Winter
2000-02-08,44.7,24.6,33.4,0.0,0.0,9.1,2000,2,8,Winter
2000-02-09,59.5,33.0,44.2,0.0,0.0,10.3,2000,2,9,Winter
2000-02-10,63.1,39.9,49.7,0.087,0.0,11.8,2000,2,10,Winter
2000-02-11,38.7,29.1,32.5,0.091,0.579,11.9,2000,2,11,Winter
2000-02-12,42.2,26.7,33.2,0.008,0.055,8.7,2000,2,12,Winter
2000-02-13,40.7,33.6,37.6,0.224,0.0,7.9,2000,2,13,Winter
2000-02-14,36.5,29.6,32.9,0.016,0.138,8.0,2000,2,14,Winter
2000-02-15,53.6,29.3,41.0,0.0,0.0,15.9,2000,2,15,Winter
2000-02-16,43.1,28.7,35.4,0.0,0.0,12.5,2000,2,16,Winter
2000-02-17,38.9,28.8,33.3,0.031,0.0,10.9,2000,2,17,Winter
2000-02-18,36.8,31.0,34.1,0.634,0.0,10.8,2000,2,18,Winter
2000-02-19,38.3,29.5,33.0,0.0,0.0,10.0,2000,2,19,Winter
2000-02-20,46.2,28.6,35.8,0.0,0.0,7.2,2000,2,20,Winter
2000-02-21,51.2,31.8,41.8,0.008,0.0,12.8,2000,2,21,Winter
2000-02-22,65.6,44.8,54.1,0.0,0.0,12.8,2000,2,22,Winter
2000-02-23,58.2,52.8,55.7,0.154,0.0,16.6,2000,2,23,Winter
2000-02-24,72.3,54.7,62.1,0.083,0.0,15.9,2000,2,24,Winter
2000-02-25,70.6,56.9,62.5,0.154,0.0,21.7,2000,2,25,Winter
2000-02-26,62.0,49.5,56.8,0.28,0.0,18.1,2000,2,26,Winter
2000-02-27,54.2,40.3,46.9,0.0,0.0,10.9,2000,2,27,Winter
2000-02-28,61.1,35.1,48.7,0.0,0.0,11.1,2000,2,28,Winter
2000-02-29,64.1,46.0,55.0,0.098,0.0,17.4,2000,2,29,Winter
2000-03-01,56.5,42.8,49.0,0.051,0.0,14.5,2000,3,1,Spring
2000-03-02,50.0,35.0,43.0,0.0,0.0,8.1,2000,3,2,Spring
2000-03-03,41.5,34.4,37.3,0.327,1.929,8.3,2000,3,3,Spring
2000-03-04,53.8,27.9,41.2,0.0,0.0,5.9,2000,3,4,Spring
2000-03-05,63.5,31.9,48.5,0.0,0.0,7.5,2000,3,5,Spring
2000-03-06,68.7,40.3,54.4,0.0,0.0,10.8,2000,3,6,Spring
2000-03-07,76.6,51.2,62.9,0.0,0.0,12.2,2000,3,7,Spring
2000-03-08,75.3,58.3,65.9,0.0,0.0,21.6,2000,3,8,Spring
2000-03-09,63.2,42.2,51.4,0.0,0.0,15.4,2000,3,9,Spring
2000-03-10,47.8,34.7,41.6,0.012,0.0,11.2,2000,3,10,Spring
2000-03-11,37.7,26.9,32.0,0.429,2.866,14.4,2000,3,11,Spring
2000-03-12,46.2,22.0,34.5,0.0,0.0,8.4,2000,3,12,Spring
2000-03-13,54.2,36.1,43.1,0.079,0.0,13.1,2000,3,13,Spring
2000-03-14,55.6,29.8,43.5,0.051,0.0,8.1,2000,3,14,Spring
2000-03-15,68.5,43.1,55.6,0.0,0.0,12.3,2000,3,15,Spring
2000-03-16,53.4,35.7,41.2,0.067,0.0,14.7,2000,3,16,Spring
2000-03-17,46.8,29.2,38.0,0.0,0.0,10.7,2000,3,17,Spring
2000-03-18,44.4,35.3,38.5,0.055,0.028,10.6,2000,3,18,Spring
2000-03-19,52.7,40.4,47.1,0.772,0.0,10.1,2000,3,19,Spring
2000-03-20,42.5,38.0,40.4,0.205,0.0,11.1,2000,3,20,Spring
2000-03-21,52.0,41.5,46.2,0.004,0.0,5.7,2000,3,21,Spring
2000-03-22,62.6,41.6,51.7,0.0,0.0,6.5,2000,3,22,Spring
2000-03-23,68.2,46.0,56.7,0.0,0.0,10.5,2000,3,23,Spring
2000-03-24,73.1,54.5,62.6,0.043,0.0,16.9,2000,3,24,Spring
2000-03-25,64.8,49.8,57.7,0.0,0.0,10.7,2000,3,25,Spring
2000-03-26,69.2,43.4,56.6,0.232,0.0,11.2,2000,3,26,Spring
2000-03-27,59.8,43.5,52.0,0.004,0.0,17.7,2000,3,27,Spring
2000-03-28,48.9,34.5,42.7,0.0,0.0,18.1,2000,3,28,Spring
2000-03-29,56.5,33.9,45.8,0.0,0.0,5.3,2000,3,29,Spring
2000-03-30,57.3,38.3,47.9,0.0,0.0,6.2,2000,3,30,Spring
2000-03-31,62.5,35.9,50.6,0.0,0.0,5.5,2000,3,31,Spring
2000-04-01,67.1,45.8,56.2,0.012,0.0,6.0,2000,4,1,Spring
2000-04-02,64.0,49.4,56.1,0.039,0.0,8.5,2000,4,2,Spring
2000-04-03,57.9,44.9,51.6,0.0,0.0,14.8,2000,4,3,Spring
2000-04-04,49.3,37.5,42.9,0.0,0.0,17.7,2000,4,4,Spring
2000-04-05,70.7,37.3,54.4,0.012,0.0,19.3,2000,4,5,Spring
2000-04-06,62.8,50.3,56.3,0.028,0.0,9.6,2000,4,6,Spring
2000-04-07,64.0,36.8,54.2,0.697,0.0,16.7,2000,4,7,Spring
2000-04-08,48.2,33.5,40.0,0.031,0.193,19.0,2000,4,8,Spring
2000-04-09,64.1,35.0,49.8,0.0,0.0,12.0,2000,4,9,Spring
2000-04-10,67.4,39.8,54.8,0.028,0.0,10.1,2000,4,10,Spring
2000-04-11,56.3,43.8,51.1,0.071,0.0,13.7,2000,4,11,Spring
2000-04-12,54.1,36.9,45.6,0.0,0.0,8.4,2000,4,12,Spring
2000-04-13,64.4,38.8,51.4,0.0,0.0,8.7,2000,4,13,Spring
2000-04-14,66.2,45.8,56.4,0.0,0.0,11.8,2000,4,14,Spring
2000-04-15,73.2,52.1,62.1,0.0,0.0,10.0,2000,4,15,Spring
2000-04-16,68.5,50.5,59.5,0.37,0.0,13.0,2000,4,16,Spring
2000-04-17,53.9,45.3,50.0,0.0,0.0,11.6,2000,4,17,Spring
2000-04-18,67.6,47.6,56.8,0.0,0.0,10.1,2000,4,18,Spring
2000-04-19,77.9,53.2,66.5,0.016,0.0,19.5,2000,4,19,Spring
2000-04-20,72.4,47.9,60.6,0.591,0.0,23.4,2000,4,20,Spring
2000-04-21,59.9,42.5,49.6,0.0,0.0,19.1,2000,4,21,Spring
2000-04-22,67.2,40.5,55.1,0.0,0.0,7.8,2000,4,22,Spring
2000-04-23,60.5,51.6,55.5,0.157,0.0,8.0,2000,4,23,Spring
2000-04-24,63.1,49.6,54.5,0.252,0.0,12.2,2000,4,24,Spring
2000-04-25,64.5,44.6,54.7,0.0,0.0,9.1,2000,4,25,Spring
2000-04-26,67.3,41.5,55.5,0.0,0.0,6.8,2000,4,26,Spring
2000-04-27,62.0,48.3,55.5,0.059,0.0,10.3,2000,4,27,Spring
2000-04-28,70.1,46.7,58.2,0.039,0.0,8.9,2000,4,28,Spring
2000-04-29,68.1,51.4,59.3,0.0,0.0,7.4,2000,4,29,Spring
2000-04-30,75.6,49.9,63.5,0.0,0.0,9.3,2000,4,30,Spring
2000-05-01,69.2,58.8,62.4,0.15,0.0,9.0,2000,5,1,Spring
2000-05-02,75.5,56.9,65.7,0.0,0.0,9.1,2000,5,2,Spring
2000-05-03,74.4,60.4,67.0,0.232,0.0,12.4,2000,5,3,Spring
2000-05-04,76.4,61.1,68.1,0.016,0.0,12.2,2000,5,4,Spring
2000-05-05,78.2,62.2,70.2,0.0,0.0,13.4,2000,5,5,Spring
2000-05-06,80.2,64.1,71.4,0.122,0.0,15.1,2000,5,6,Spring
2000-05-07,75.0,66.2,70.1,1.421,0.0,11.2,2000,5,7,Spring
2000-05-08,85.8,68.3,77.0,0.0,0.0,16.9,2000,5,8,Spring
2000-05-09,75.5,55.9,67.4,0.189,0.0,17.0,2000,5,9,Spring
2000-05-10,72.5,51.3,62.7,0.0,0.0,11.3,2000,5,10,Spring
2000-05-11,85.7,60.7,72.9,0.0,0.0,21.1,2000,5,11,Spring
2000-05-12,82.9,62.5,73.5,0.366,0.0,16.2,2000,5,12,Spring
2000-05-13,62.1,51.9,59.0,0.0,0.0,14.1,2000,5,13,Spring
2000-05-14,67.1,45.9,57.9,0.0,0.0,8.0,2000,5,14,Spring
2000-05-15,71.0,50.2,62.2,0.0,0.0,9.1,2000,5,15,Spring
2000-05-16,78.1,56.6,66.6,0.004,0.0,12.7,2000,5,16,Spring
2000-05-17,82.7,64.5,73.8,0.0,0.0,16.0,2000,5,17,Spring
2000-05-18,78.1,67.9,73.2,0.051,0.0,18.7,2000,5,18,Spring
2000-05-19,67.1,55.8,59.9,0.0,0.0,9.5,2000,5,19,Spring
2000-05-20,62.0,51.9,57.8,0.0,0.0,5.9,2000,5,20,Spring
2000-05-21,70.6,51.3,61.9,0.004,0.0,7.2,2000,5,21,Spring
2000-05-22,80.9,56.9,69.3,0.071,0.0,11.5,2000,5,22,Spring
2000-05-23,84.5,64.5,73.7,0.0,0.0,8.1,2000,5,23,Spring
2000-05-24,85.3,63.8,74.3,0.0,0.0,10.3,2000,5,24,Spring
2000-05-25,75.8,60.2,68.3,0.0,0.0,10.3,2000,5,25,Spring
2000-05-26,69.1,59.9,62.9,1.374,0.0,13.2,2000,5,26,Spring
2000-05-27,77.5,66.2,72.0,0.217,0.0,12.5,2000,5,27,Spring
2000-05-28,64.7,60.6,62.9,0.0,0.0,15.4,2000,5,28,Spring
2000-05-29,73.8,58.2,65.4,0.0,0.0,9.6,2000,5,29,Spring
2000-05-30,85.7,62.5,74.1,0.0,0.0,11.9,2000,5,30,Spring
2000-05-31,89.0,70.0,79.4,0.0,0.0,11.0,2000,5,31,Spring
2000-06-01,88.7,70.3,79.6,0.0,0.0,10.6,2000,6,1,Summer
2000-06-02,77.0,65.5,72.8,0.024,0.0,10.7,2000,6,2,Summer
2000-06-03,73.6,58.6,66.1,0.0,0.0,8.6,2000,6,3,Summer
2000-06-04,79.2,58.0,68.0,0.134,0.0,6.6,2000,6,4,Summer
2000-06-05,65.0,57.6,62.3,0.024,0.0,15.5,2000,6,5,Summer
2000-06-06,71.9,50.3,62.3,0.0,0.0,6.7,2000,6,6,Summer
2000-06-07,77.5,53.3,66.9,0.0,0.0,9.7,2000,6,7,Summer
2000-06-08,85.4,60.9,73.0,0.0,0.0,10.1,2000,6,8,Summer
2000-06-09,86.4,63.5,75.8,0.0,0.0,11.2,2000,6,9,Summer
2000-06-10,87.6,71.2,79.3,0.0,0.0,13.6,2000,6,10,Summer
2000-06-11,83.8,72.0,75.7,0.528,0.0,7.6,2000,6,11,Summer
2000-06-12,86.3,71.4,77.5,0.15,0.0,12.1,2000,6,12,Summer
2000-06-13,90.7,71.7,80.9,0.0,0.0,13.0,2000,6,13,Summer
2000-06-14,83.5,68.6,74.8,0.37,0.0,18.1,2000,6,14,Summer
2000-06-15,81.1,63.3,73.1,0.0,0.0,13.0,2000,6,15,Summer
2000-06-16,77.2,64.2,70.9,0.642,0.0,11.7,2000,6,16,Summer
2000-06-17,66.8,61.2,64.3,0.461,0.0,6.9,2000,6,17,Summer
2000-06-18,74.4,60.7,67.3,0.0,0.0,6.3,2000,6,18,Summer
2000-06-19,79.8,62.1,71.8,0.0,0.0,9.9,2000,6,19,Summer
2000-06-20,83.6,70.6,75.8,0.783,0.0,18.0,2000,6,20,Summer
2000-06-21,81.7,70.5,75.5,0.169,0.0,11.6,2000,6,21,Summer
2000-06-22,86.1,65.6,75.8,0.0,0.0,11.4,2000,6,22,Summer
2000-06-23,86.9,68.1,77.9,0.094,0.0,8.0,2000,6,23,Summer
2000-06-24,83.5,72.6,76.7,0.52,0.0,14.6,2000,6,24,Summer
2000-06-25,85.5,65.9,76.1,0.0,0.0,6.8,2000,6,25,Summer
2000-06-26,79.9,69.7,74.2,0.504,0.0,12.0,2000,6,26,Summer
2000-06-27,78.3,64.8,71.2,0.0,0.0,8.1,2000,6,27,Summer
2000-06-28,78.2,62.3,70.2,0.02,0.0,5.2,2000,6,28,Summer
2000-06-29,77.5,62.3,70.2,0.0,0.0,8.7,2000,6,29,Summer
2000-06-30,78.1,60.8,68.1,0.091,0.0,5.4,2000,6,30,Summer
2000-07-01,81.0,63.8,72.7,0.024,0.0,9.0,2000,7,1,Summer
2000-07-02,86.9,70.0,77.9,0.071,0.0,10.7,2000,7,2,Summer
2000-07-03,85.3,74.1,77.7,0.307,0.0,10.2,2000,7,3,Summer
2000-07-04,86.7,73.2,79.5,0.169,0.0,6.4,2000,7,4,Summer
2000-07-05,89.2,75.7,82.1,0.012,0.0,6.8,2000,7,5,Summer
2000-07-06,89.0,72.9,81.0,0.016,0.0,7.1,2000,7,6,Summer
2000-07-07,86.2,70.1,78.3,0.0,0.0,7.7,2000,7,7,Summer
2000-07-08,87.5,69.1,78.6,0.0,0.0,7.2,2000,7,8,Summer
2000-07-09,92.0,71.9,82.2,0.0,0.0,8.1,2000,7,9,Summer
2000-07-10,92.6,76.6,84.6,0.0,0.0,9.6,2000,7,10,Summer
2000-07-11,89.9,74.5,81.0,0.461,0.0,7.6,2000,7,11,Summer
2000-07-12,83.4,71.9,77.2,0.091,0.0,4.7,2000,7,12,Summer
2000-07-13,86.4,71.1,78.6,0.016,0.0,5.9,2000,7,13,Summer
2000-07-14,89.4,72.4,80.3,0.0,0.0,10.1,2000,7,14,Summer
2000-07-15,85.4,69.3,77.7,0.0,0.0,7.0,2000,7,15,Summer
2000-07-16,85.3,66.8,77.0,0.0,0.0,4.8,2000,7,16,Summer
2000-07-17,81.5,70.3,75.7,0.094,0.0,5.1,2000,7,17,Summer
2000-07-18,83.9,70.1,76.1,0.728,0.0,6.7,2000,7,18,Summer
2000-07-19,75.2,64.5,70.0,0.02,0.0,9.5,2000,7,19,Summer
2000-07-20,78.0,66.0,71.3,0.0,0.0,5.2,2000,7,20,Summer
2000-07-21,77.2,64.7,70.6,0.0,0.0,7.8,2000,7,21,Summer
2000-07-22,76.7,59.9,69.0,0.0,0.0,4.8,2000,7,22,Summer
2000-07-23,74.5,61.1,68.5,0.008,0.0,8.1,2000,7,23,Summer
2000-07-24,78.0,59.4,69.3,0.0,0.0,6.5,2000,7,24,Summer
2000-07-25,81.6,61.9,72.3,0.0,0.0,6.0,2000,7,25,Summer
2000-07-26,83.9,64.9,74.9,0.0,0.0,8.1,2000,7,26,Summer
2000-07-27,85.4,67.7,76.0,0.11,0.0,9.2,2000,7,27,Summer
2000-07-28,80.3,68.1,74.2,0.5,0.0,9.8,2000,7,28,Summer
2000-07-29,75.5,68.6,70.9,0.346,0.0,5.2,2000,7,29,Summer
2000-07-30,78.1,65.6,70.7,0.398,0.0,4.7,2000,7,30,Summer
2000-07-31,80.6,64.8,72.5,0.016,0.0,6.2,2000,7,31,Summer
2000-08-01,84.0,67.0,75.8,0.0,0.0,6.8,2000,8,1,Summer
2000-08-02,86.9,70.0,77.1,0.232,0.0,9.9,2000,8,2,Summer
2000-08-03,82.3,67.4,74.6,0.012,0.0,7.9,2000,8,3,Summer
2000-08-04,80.9,65.5,73.1,0.106,0.0,7.6,2000,8,4,Summer
2000-08-05,86.3,68.9,78.4,0.256,0.0,15.1,2000,8,5,Summer
2000-08-06,91.3,76.9,83.2,0.063,0.0,12.8,2000,8,6,Summer
2000-08-07,89.2,72.8,80.9,0.114,0.0,9.2,2000,8,7,Summer
2000-08-08,88.7,74.6,81.5,0.24,0.0,9.8,2000,8,8,Summer
2000-08-09,92.4,76.5,84.4,0.0,0.0,10.4,2000,8,9,Summer
2000-08-10,85.8,72.4,78.7,0.0,0.0,7.4,2000,8,10,Summer
2000-08-11,85.1,66.5,76.4,0.0,0.0,7.9,2000,8,11,Summer
2000-08-12,84.0,66.5,75.4,0.0,0.0,5.9,2000,8,12,Summer
2000-08-13,84.1,67.1,76.0,0.0,0.0,6.6,2000,8,13,Summer
2000-08-14,88.5,70.6,79.0,0.028,0.0,7.9,2000,8,14,Summer
2000-08-15,93.4,74.3,83.2,0.0,0.0,8.2,2000,8,15,Summer
2000-08-16,88.6,75.0,81.6,0.0,0.0,7.2,2000,8,16,Summer
2000-08-17,95.9,77.0,84.6,0.024,0.0,12.9,2000,8,17,Summer
2000-08-18,77.0,67.4,72.5,0.028,0.0,10.6,2000,8,18,Summer
2000-08-19,75.6,63.8,69.1,0.028,0.0,6.5,2000,8,19,Summer
2000-08-20,78.1,62.7,69.3,0.52,0.0,8.3,2000,8,20,Summer
2000-08-21,84.8,65.4,74.8,0.008,0.0,8.4,2000,8,21,Summer
2000-08-22,90.3,70.7,79.9,0.402,0.0,11.9,2000,8,22,Summer
2000-08-23,92.0,77.2,83.3,0.039,0.0,10.7,2000,8,23,Summer
2000-08-24,82.6,71.2,76.9,0.248,0.0,6.0,2000,8,24,Summer
2000-08-25,85.2,71.6,78.6,0.0,0.0,9.6,2000,8,25,Summer
2000-08-26,85.2,74.8,79.0,0.047,0.0,11.8,2000,8,26,Summer
2000-08-27,88.3,71.0,78.6,0.0,0.0,8.2,2000,8,27,Summer
2000-08-28,94.7,74.0,83.7,0.0,0.0,9.3,2000,8,28,Summer
2000-08-29,95.0,75.6,85.6,0.0,0.0,9.0,2000,8,29,Summer
2000-08-30,93.2,75.7,83.5,0.008,0.0,8.5,2000,8,30,Summer
2000-08-31,92.9,75.4,83.6,0.0,0.0,8.6,2000,8,31,Summer
2000-09-01,93.3,74.4,83.6,0.0,0.0,7.2,2000,9,1,Fall
2000-09-02,91.2,73.3,82.4,0.0,0.0,7.2,2000,9,2,Fall
2000-09-03,91.7,73.5,82.9,0.0,0.0,6.7,2000,9,3,Fall
2000-09-04,80.9,67.5,74.6,0.0,0.0,12.6,2000,9,4,Fall
2000-09-05,73.5,62.9,67.0,0.0,0.0,10.8,2000,9,5,Fall
2000-09-06,79.8,57.2,68.9,0.0,0.0,8.3,2000,9,6,Fall
2000-09-07,84.5,67.0,75.6,0.0,0.0,8.2,2000,9,7,Fall
2000-09-08,83.0,68.0,75.5,0.0,0.0,8.3,2000,9,8,Fall
2000-09-09,81.2,70.1,76.1,0.035,0.0,11.4,2000,9,9,Fall
2000-09-10,83.2,70.4,75.7,0.551,0.0,9.6,2000,9,10,Fall
2000-09-11,88.5,72.4,79.2,0.004,0.0,13.7,2000,9,11,Fall
2000-09-12,75.5,62.9,71.0,0.016,0.0,10.3,2000,9,12,Fall
2000-09-13,79.3,56.3,68.4,0.0,0.0,6.3,2000,9,13,Fall
2000-09-14,79.6,63.8,70.0,0.0,0.0,13.4,2000,9,14,Fall
2000-09-15,69.6,56.9,63.2,0.0,0.0,9.3,2000,9,15,Fall
2000-09-16,67.9,49.4,59.2,0.0,0.0,6.5,2000,9,16,Fall
2000-09-17,78.9,53.9,65.6,0.0,0.0,7.5,2000,9,17,Fall
2000-09-18,84.0,57.5,70.6,0.0,0.0,10.2,2000,9,18,Fall
2000-09-19,88.1,62.9,74.9,0.0,0.0,15.8,2000,9,19,Fall
2000-09-20,76.4,55.6,66.0,0.102,0.0,18.8,2000,9,20,Fall
2000-09-21,66.9,50.8,58.9,0.0,0.0,8.1,2000,9,21,Fall
2000-09-22,82.8,56.5,69.7,0.008,0.0,14.2,2000,9,22,Fall
2000-09-23,80.0,64.2,72.8,0.307,0.0,10.2,2000,9,23,Fall
2000-09-24,62.1,57.5,59.4,0.26,0.0,12.3,2000,9,24,Fall
2000-09-25,56.0,48.7,50.5,1.346,0.0,15.2,2000,9,25,Fall
2000-09-26,65.3,43.0,54.4,0.0,0.0,5.4,2000,9,26,Fall
2000-09-27,73.7,47.5,60.2,0.0,0.0,6.3,2000,9,27,Fall
2000-09-28,71.1,52.1,61.0,0.0,0.0,8.1,2000,9,28,Fall
2000-09-29,72.8,52.2,61.9,0.0,0.0,8.1,2000,9,29,Fall
2000-09-30,76.4,54.6,65.2,0.0,0.0,11.4,2000,9,30,Fall
2000-10-01,80.4,60.5,69.7,0.0,0.0,13.0,2000,10,1,Fall
2000-10-02,83.7,63.8,72.2,0.0,0.0,11.3,2000,10,2,Fall
2000-10-03,83.7,61.0,72.9,0.0,0.0,11.1,2000,10,3,Fall
2000-10-04,73.8,59.5,66.3,1.677,0.0,10.6,2000,10,4,Fall
2000-10-05,61.3,56.1,58.6,1.425,0.0,11.7,2000,10,5,Fall
2000-10-06,55.5,41.0,48.3,0.0,0.0,13.2,2000,10,6,Fall
2000-10-07,44.6,35.0,40.1,0.0,0.0,12.2,2000,10,7,Fall
2000-10-08,49.1,34.5,41.1,0.0,0.0,12.0,2000,10,8,Fall
2000-10-09,52.8,34.1,43.0,0.0,0.0,5.8,2000,10,9,Fall
2000-10-10,59.8,35.5,47.6,0.0,0.0,5.5,2000,10,10,Fall
2000-10-11,65.8,38.8,52.2,0.0,0.0,7.2,2000,10,11,Fall
2000-10-12,71.1,45.6,57.7,0.0,0.0,9.6,2000,10,12,Fall
2000-10-13,76.0,52.8,63.6,0.0,0.0,12.1,2000,10,13,Fall
2000-10-14,74.6,60.2,64.2,0.5,0.0,10.0,2000,10,14,Fall
2000-10-15,68.0,58.6,62.9,0.063,0.0,6.5,2000,10,15,Fall
2000-10-16,61.3,54.4,57.5,0.406,0.0,11.4,2000,10,16,Fall
2000-10-17,66.2,51.2,57.9,0.016,0.0,9.1,2000,10,17,Fall
2000-10-18,68.0,49.4,58.3,0.0,0.0,4.0,2000,10,18,Fall
2000-10-19,72.5,48.0,60.0,0.0,0.0,7.2,2000,10,19,Fall
2000-10-20,73.5,52.2,61.9,0.0,0.0,7.4,2000,10,20,Fall
2000-10-21,73.9,54.2,63.0,0.0,0.0,6.4,2000,10,21,Fall
2000-10-22,63.2,56.6,59.6,0.071,0.0,5.6,2000,10,22,Fall
2000-10-23,77.5,58.0,66.7,0.063,0.0,6.3,2000,10,23,Fall
2000-10-24,75.5,58.4,67.0,0.0,0.0,5.2,2000,10,24,Fall
2000-10-25,77.4,61.1,68.0,0.0,0.0,7.4,2000,10,25,Fall
2000-10-26,76.4,63.5,68.6,0.0,0.0,10.7,2000,10,26,Fall
2000-10-27,71.3,59.2,64.5,0.0,0.0,6.5,2000,10,27,Fall
2000-10-28,65.6,55.8,59.7,0.0,0.0,8.4,2000,10,28,Fall
2000-10-29,64.5,50.3,57.0,0.008,0.0,11.0,2000,10,29,Fall
2000-10-30,69.4,52.7,59.7,0.067,0.0,10.7,2000,10,30,Fall
2000-10-31,71.0,57.9,63.3,0.118,0.0,6.2,2000,10,31,Fall
2000-11-01,77.6,61.1,68.6,0.0,0.0,12.9,2000,11,1,Fall
2000-11-02,68.4,57.5,64.4,0.413,0.0,11.4,2000,11,2,Fall
2000-11-03,62.5,52.2,56.6,0.0,0.0,7.0,2000,11,3,Fall
2000-11-04,58.4,46.1,52.6,0.0,0.0,6.3,2000,11,4,Fall
2000-11-05,61.1,42.7,52.1,0.0,0.0,12.9,2000,11,5,Fall
2000-11-06,61.1,47.9,56.1,1.378,0.0,21.5,2000,11,6,Fall
2000-11-07,57.2,45.6,50.0,0.008,0.0,10.3,2000,11,7,Fall
2000-11-08,48.5,39.7,43.6,0.071,0.0,9.0,2000,11,8,Fall
2000-11-09,41.2,35.1,38.1,0.783,0.0,13.8,2000,11,9,Fall
2000-11-10,43.3,33.4,37.1,0.0,0.0,11.7,2000,11,10,Fall
2000-11-11,46.7,29.4,38.2,0.0,0.0,8.5,2000,11,11,Fall
2000-11-12,52.7,38.6,45.0,0.248,0.0,8.2,2000,11,12,Fall
2000-11-13,41.4,32.1,36.5,0.094,0.0,12.8,2000,11,13,Fall
2000-11-14,39.4,33.1,35.6,0.0,0.0,12.1,2000,11,14,Fall
2000-11-15,45.2,27.7,36.4,0.0,0.0,12.2,2000,11,15,Fall
2000-11-16,43.9,30.3,39.4,0.0,0.0,15.5,2000,11,16,Fall
2000-11-17,32.2,26.0,28.5,0.0,0.0,13.0,2000,11,17,Fall
2000-11-18,38.4,23.9,29.8,0.0,0.0,10.2,2000,11,18,Fall
2000-11-19,44.5,26.7,34.2,0.0,0.0,13.4,2000,11,19,Fall
2000-11-20,30.6,23.9,27.1,0.0,0.0,16.6,2000,11,20,Fall
2000-11-21,29.9,18.7,24.1,0.0,0.0,13.2,2000,11,21,Fall
2000-11-22,40.3,22.3,30.2,0.0,0.0,6.2,2000,11,22,Fall
2000-11-23,43.8,28.3,34.3,0.0,0.0,6.6,2000,11,23,Fall
2000-11-24,46.6,31.6,38.5,0.028,0.0,11.2,2000,11,24,Fall
2000-11-25,42.9,37.7,40.4,0.669,0.0,12.7,2000,11,25,Fall
2000-11-26,47.0,33.2,39.1,0.0,0.0,9.2,2000,11,26,Fall
